NOUN,VERB,ADV,ADJ,CCONJ,EX_M,Q_M,POS,NEG,BOOL_NOUN,BOOL_VERB,BOOL_ADV,BOOL_ADJ,BOOL_CCONJ,LABEL,TEXT,AI
23,16,6,8,4,1,0,7,2,1,1,1,1,1,colère," Polopopo X . .. ( je me permets de vous appeler ainsi puisque vous m' appelez Polopopo ) voici la liste de les étudiants que vous m' avez demandée ... il vous suffira juste d' ajouter Polopopo derriere chaque numéro étudiant afin d' obtenir leur adresse mail . d' autre part , je vous rappelle les examens , et leurs modalités sont gérés par madame Polopopo Polopopo à le bureau Polopopo . En ce qui me concerne , j' aimerais que ce soit la dernière fois que vous vous permettiez de m' invectiver dans les couloirs , en me disant que mon prédécesseur faisait mieux mon travail que moi , et que si je n' y arrivais pas vous pourriez le faire a ma place ... et ce devant ma collègue ! Je trouve ça déplacé et hautain de votre part de venir taper sur le petit nouveau qui participe pour la première a l' organisation de les examens de l' université Polopopo Polopopo ... Polopopo ( mon prénom ) Polopopo ( mon nom )",0
8,8,6,4,1,0,0,7,1,1,1,1,1,1,colère," Chère Polopopo , Nous prenons note de votre réponse . Comme vous comprenez , nous ne pourrons plus accepter d' autres plaintes de les étudiants . Si cela se reproduit , on sera obligé de passer par l' Polopopo pour régler la situation ce que nous ne désirons évidemment pas . Nous vous demandons donc de tenir à vos engagements pris . Bon courage pour tout , Bonne soirée , Polopopo et Polopopo",0
67,23,26,19,12,0,2,19,4,1,1,1,1,1,colère," Merci Polopopo pour ta réponse "" délégation "" , "" détachement "" que sais -je , peu importe , ce qui compte c' est le résultat: impossible de compter sur toi pour participer à les tâches d' intérêt collectif de le département , à le rayonnement de le master , à le positionnement de le labo à le sein de l' Polopopo , enfin à la stimulation de la recherche à le sein de le labo ( production de recherches innovantes et reconnues internationalement par les paires ) , étant donné ta situation ; bref impossible de compter sur toi pour tout investissement qu' il est légitime d' attendre d' un Professeur de les Universités . Tu n' arrêtes pas de nous parler d' Polopopo et de ses apports pour Polopopo mais ca reste très conceptuel et abstrait , tout ça . En pratique qu' est -ce que ça a apporté à le labo depuis ton arrivée ? Excuse -moi , je suis comme Polopopo , je crois ce que je vois . Et en l' occurrence , j' ai rien vu . Et pour ma part , tu n' as pas de le tout réussi à me convaincre sur les enjeux . Eh non ce n' est pas une bonne chose qu' un enseignant chercheur dirige une unité de recherche à le détriment de ses collègues . C' est à le contraire une vraie catastrophe . Une telle situation ne fait qu' accroître frustrations , malentendus et surcharges de travail pour les autres . Merci pour ta compassion mais on ne peut pas casser un bras d' un côté et essayer de le réparer de l' autre . Pour le reste , accordez vos violons dans vos messages , car à entendre les directions , c' est bien dans leur dos que les choses se sont passées . Enfin , ma question elle est très claire : quelle est la durée de ta mise à disposition . ? J' espère très longue pour toi puisque effectivement la situation est invivable autrement . Et si c' est le cas , cela confirme ce que j' ai dit en termes différents : nous , tes collègues , nous sommes les dindons de la farce . Ce n' est pas plus compliqué que ça . Excusez -moi ce style pas politiquement correct mais appelons un chat un chat . Bonne soirée",0
30,20,19,7,8,0,0,4,5,1,1,1,1,1,colère," Les étudiants se sont plaints plusieurs points sur le Polopopo ( y compris sur les Anglais ) alors que je me suis mis en quatre pour les préparer pour ce programme . Je te remercie d' avoir focalisé tout à le long de l' année sur les points négatifs de ce programme et l' avoir minimisé ( parler devant les étudiants de ceux qui s' y plaisent pas ( une minorité ) , et en le minimisant dans l’ évaluation alors qu' il était vu positivement , ne pas vouloir en parler alors que pour l' instant c' est ce parcours qui poste le Polopopo Polopopo en termes de les effectifs et qui présente de réels débouchés , , insister sur une convention de stage pour la semaine à Polopopo ce qui n' est pas vraiment un stage , comme il est facultatif ) . Si on va pas dans le même sens il est évident que les étudiants vont réagir et le programme s' en trouvera affecté . Je ne m' occuperai plus de le programme Polopopo ni de le Polopopo car je ne peux pas travailler dans de telles conditions de plaintes et des critiques dans lesquels je vis depuis deux ans . Et comme de tout façon "" Polopopo ne fait rien "" ça ne doit pas te poser de grands problèmes ...",0
66,34,27,20,16,1,4,16,10,1,1,1,1,1,colère," Chère Polopopo , chère Polopopo , Je m’ excuse par avance de vous déranger avec ce mail mais il m’ a semblé important de vous signaler un échange bref mais néanmoins houleux ayant eu lieu ce midi entre Madame Polopopo et moi-même tout à l’ heure . Alors que je passais récupérer des corpus envoyés à la repro pour Texte et Discours dans la salle de les professeurs , cette dernière a souhaité que je lui rende des comptes quant à les choix de les documents soumis à l’ analyse dans mon cours , documents qu’ elle avait ouverts , lus et commentés publiquement la veille à le même endroit et en mon absence . Il s’ agissait d’ une lettre ouverte ( la lettre de refus de Polopopo Polopopo à l’ invitation d’ Polopopo Polopopo pour la clôture de le grand débat ) , d’ un essai politique ( extrait de la Polopopo Polopopo Théorie de Polopopo Polopopo ) et d’ une séquence d’ interaction ( extrait d’ une transcription d’ Polopopo tiré de mon corpus de thèse ) . J’ étais prise à le dépourvu et je lui ai simplement précisé ce que j’ allais faire de ces textes ( notamment étudier la valeur argumentative de le discours rapporté dans les discours politiques ou sa fonction dans des récits écrits et oraux spontanés ) . Cela ne l’ a visiblement pas convaincu et elle m’ a menacé d’ avertir « le président » ( de le département ? De l’ Polopopo ? Je n’ ai pas bien compris ) que je faisais de la propagande en cours . Je ne savais pas quoi lui répondre tellement j’ étais surprise et tellement elle se montrait sourde à mes premières explications , répétant qu’ elle voyait qui j’ étais et que c' était toujours pareil avec les linguistes et qu’ elle en avait marre , etc. , alors j’ ai simplement quitté la salle avec mes corpus sous le bras . Je suis évidemment capable de justifier l’ ensemble de ma sélection de corpus d’ analyse pour ce cours . Avez -vous déjà été confrontées à ce type de situation ? Pensez -vous qu’ elle pourrait mettre sa menace à exécution ? ( Cela me paraîtrait ridicule mais je ne me rends pas compte de sa détermination ! ) . Bon courage pour la rentrée et à très bientôt j’ espère ,",0
26,10,6,6,4,0,0,5,2,1,1,1,1,1,surprise_neg," Bonjour Madame Polopopo , Je vous écris suite à la mise à jour de mes notes par la scolarité , qui indiquent une moyenne de 9,7 pour premier semestre . Ce retard dans la correction de mes notes n’ est pas de mon fait , et j' ai dû envoyer plus de 30 e-mails pour signaler des notes manquantes qui ont finalement été corrigées . Je sollicite aujourd'hui votre bienveillance pour valider uniquement mon premier semestre , ce qui me permettrait de poursuivre mon cursus avec un stage et de valider mon année sans devoir revenir l' année prochaine . Je comprends les exigences académiques et reste à votre disposition pour discuter de ma situation si nécessaire . Je vous remercie pour votre compréhension et l' attention portée à ma demande . Cordialement ,",0
9,8,6,1,0,0,0,3,1,1,1,1,1,0,neutre," Coucou , j' ai fini ma partie , il reste plus que la conclusion , je sais pas quoi mettre à part , qu' il n' y a pas eu de recours depuis ce procès , les impact que ça a fait . J' ai mis l' introduction : ) Voilà , bisous à plus tard , passe une bonne journée : Polopopo Polopopo",0
9,7,10,2,1,0,0,2,1,1,1,1,1,1,neutre," Bonsoir Polopopo , Désolée j’ ai eu un contre-temps aujourd’hui avec des travaux dans mon appartement , je n’ ai pas pu envoyer de mail plus tôt . Pour la séance de calcul mental , je ne sais pas encore si je la fais mais je réfléchis quand même à des idées , si ça te convient je te montre ça demain matin . Bonne soirée . Cordialement , Polopopo Polopopo",0
4,9,5,1,1,0,0,4,0,1,1,1,1,1,joie," Chère Polopopo Comment s' est passé ton voyage en Polopopo , tu t' es bien amusée avec les filles ??? Appelle moi quand tu rentreras et envoies moi les photos pour que je vois à quoi ressemble l' Polopopo donc à bientôt tu me raconteras tout en détails héhéhé bye je t' aime Polopopo",0
32,16,15,8,5,0,0,11,4,1,1,1,1,1,joie," Bonjour à toutes et tous Je tiens d’ abord à vous féliciter des efforts fournis ces dernières semaines , dans un contexte compliqué . Mon impression est que nous aurons réussi malgré ce contexte à ce que vous appreniez pas mal de choses en morphologie sur la partie qui me concerne , et ma certitude est que les notes seront en moyenne plus élevées qu’ une année normale , avec notamment très peu de notes sous la moyenne , ce qui est sans doute lié à la façon dont vous avez préparé les thèmes abordés . En bref , nous aurons réussi ensemble à vous faire progresser sur des questions qui comme le dossier vous l’ a montré ne sont pas simples à la base . Je vais maintenant laisser reposer mes yeux , qui ont pas mal soufferts sur la période , et je vous souhaite à toutes et tous une bonne continuation à Polopopo ou ailleurs . Les notes seront communiquées dans la journée sur Polopopo pour l’ oral , dès que possible pour vos dossiers . Des éléments de correction de le dossier seront fournis . Portez - vous bien , ainsi que vos proches .",0
6,7,5,3,1,0,0,4,2,1,1,1,1,1,tristesse, Salut t' es trop mignonne lol Moi aussi je trouve que c' est triste que je déménage et que de le coup je pourrais presque plus te voir : ( j' aurais internet que le 20 je crois donc je dois squatter l' ordi de ma grande soeur Polopopo la pauvre je dois y aller bisous,0
11,12,3,3,2,1,0,2,4,1,1,1,1,1,colère," Je crois que je vais faire des nuits blanches pour tout terminer J' ai presque fini mon DM de maths ( j' ai pris une heure pour faire les 5 premiers exo il m' en reste un mais j' ai du mal ça m' énerve ! ) Je crois que je vais demander a la prof de latin si on peut faire le thème en classe sinon on ne poura jamais tout faire je suis fatigué , les profs abusent",0
7,3,3,0,1,2,0,1,0,1,1,1,0,1,surprise_pos, Coucou je viens de recevoir la réponse de la prof et finalement elle me confirme que le tp est bien mercredi de 10 h 15 à 12h15 ! de le coup on commence à 13 h 30 demain ! 😊,0
11,8,5,3,1,0,0,0,4,1,1,1,1,1,surprise_neg," Coucou , je n' ai pas vu ton message pardon . Je suis choquée pour la dame , je ne sais pas qui c' est . Je me renseignerai . Pour la porte de les voisins c' est normal . Ils ont déménagé et les HLM remplacent la porte par une porte inaccessible . Ils la remettront lors de la remise de les clés à les nouveaux locataires , t' inquiètes .",0
10,4,2,1,0,0,0,3,0,1,1,1,1,0,neutre," Madame Polopopo , j' aimerais savoir à quelle heure à lieu le cours de demain après-midi , comme je termine mon cours de guitare à 14 h , je voulais voir si j' avais le temps d' assister à votre prochaine leçon . Bien à vous",0
4,3,2,1,0,0,1,0,1,1,1,1,1,0,neutre," Monsieur Polopopo , j' ai assisté à votre conférence hier comptez vous remettre ça une prochaine fois ? J' ai tellement de questions - Polopopo",0
2,2,0,1,0,0,1,0,0,1,1,0,1,0,neutre," Monsieur , quand est ce que ma commande arrive ça commence à être long ?",0
7,4,1,1,0,0,0,2,0,1,1,1,1,0,neutre," Madame , je fais suite à votre mail , pour vous assurez que je pense que c' est la meilleure chose à faire afin de confirmez votre désinscription de nos programmes d' amaigrissement . Cordialement Polopopo",0
12,3,3,0,1,0,0,1,0,1,1,1,0,1,neutre," Madame , Monsieur , suite à notre entrevue ce midi je vous affirme que des mesures seront prises concernant le cas de votre fille . Uriner dans les lavabos et mordre ces camarades n' est pas toléré . Bien à vous , la crèche d' Polopopo les bains",0
6,5,1,1,1,0,1,4,0,1,1,1,1,1,neutre," La bibliothèque vous informe que sa collection de livre sur l' auteur Polopopo est arrivée , mais nous tenons à nous assurer que vous -etes sains d' esprit . Tout va bien ? , - La médiathèque",0
11,3,4,0,0,0,0,2,1,1,1,1,0,0,neutre," Monsieur Polopopo , si nous avions reçu ces informations sur votre porte lpus tôt , la livraison de votre canapé n' aurait engendré aucun dégats . La direction se réserve le droit de ne pas payer les frais de dédommagements , Bien à vous .",0
5,3,1,2,0,0,0,2,1,1,1,1,1,0,neutre," Polopopo surveillez bien notre nouvel employé , j' ai l' impression qu' il communique toutes les informations de la société sur chatgpt .",0
9,7,14,5,1,0,0,4,1,1,1,1,1,1,joie," Polopopo , je voulais te dire que je n' ai jamais été aussi contente de te voir hier lors de notre sortie hebdomadaire à ikea , tu devrais voir à Polopopo ils ont de très belles lampes , mais le plus bel abat jour restera quand même ton imbécile de mari , il n' a pas la lumière à tous les étages celui -là , je ne vois vraiment pas ce que tu lui trouves .",0
3,1,1,1,1,0,0,1,0,1,1,1,1,1,joie," Polopopo Mère , j' ai bien reçu l' appoint pour mon anniversaire et je vous en suis reconnaissant . - Polopopo",0
5,4,0,1,2,0,0,2,2,1,1,0,1,1,tristesse," Polopopo , la dernière fois j' ai voulu faire plaisir à ton frère en lui achetant un exemplaire de Polopopo mais mon oncle c' est trompé et lui a acheté Polopopo Polopopo ...",0
1,2,3,0,0,0,0,0,0,1,1,1,0,0,tristesse," Polopopo , ne te déplace pas , la piscine est encore fermée : (",0
5,2,0,4,0,0,0,2,2,1,1,0,1,0,tristesse," Polopopo , estime toi heureux . La vraie tristesse c' est quand tu dois regarder en boucle les betisier de le nouvel an avec ta belle famille .",0
2,4,5,0,0,0,0,1,1,1,1,1,0,0,tristesse," Polopopo , si j' avais su jamais je n' aurais pris cet abonnement chez Polopopo , je m' en veux tellement , ne fais pas cette erreur",0
6,5,7,0,0,0,0,2,0,1,1,1,0,0,colère," Madame , je crois que nous ne nous sommes pas compris , je ne viendrais pas à votre réunion , je n' arrive plus à supporter les bruits de bouches de Polopopo lorsqu' il mange près de la machine à café . - Polopopo",0
16,9,2,5,1,0,0,3,1,1,1,1,1,1,colère," Monsieur Polopopo , J' avais commandé 1 place pour le dernier one-man show de Polopopo Polopopo . Mon objectif était de me débarasser de mon mari le temps d' une après-midi , il est tellement collant ... à le lieu de cela vous nous avez offert une place gratuite et il a voulu que je l' accompagne . 2 HEURES15 c' est le temps qu' a duré ce suplice . Sachez que la prochaine fois que vous avez un tel élan de bonté gardez vous le là où je pense . - Polopopo",0
7,6,8,1,0,1,0,0,3,1,1,1,1,0,colère," Je demande immédiatement un remboursement ! Le short que j' ai commandé ne me convient pas de le tout pire encore il s' agit d' un slip XXL . Je trouve ça honteux de tromper le client sur la marchandise de la sorte , plus jamais je ne commanderai sur votre site .",0
7,7,3,1,2,0,0,3,0,1,1,1,1,1,surprise_pos," Polopopo , je dois avouer que vos dernières prises de positions m' ont agréablement surprise que vous reveniez sur vos propos , je vous en félicite . Et puis comme on dit chez nous dans les Polopopo , y' a que les c*ns qui changent pas d' avis . Allez la bise , Polopopo",0
14,13,8,1,3,1,0,7,3,1,1,1,1,1,surprise_neg," Mon gars , j' utilise le mail de l' entreprise pour te dire que la nourriture à la cafet est affreuse mais je dois faire semblant de l' aimer car le patron semble y prêter beaucoup d' importance . Mon dieu ! Je ne m' attendais vraiment pas à ça en acceptant ce job . Si tu passes par là , tu retrouveras un échantillon que je n' ai pas pu garder et me suis senti obligé de le partager dans avec la cuvette de les toilettes . Tu peux aller y jeter un coup d' oeil tu seras pas déçu",0
11,11,4,3,1,0,0,1,3,1,1,1,1,1,surprise_neg," Monsieur Polopopo , je dois vous mettre dans la confidence je crois que c' est moi qui ai rayé votre voiture en partant de le mariage de Polopopo . Comprenez -moi j' avais un peu bu et lorsque j' ai vu un aussi mauvais gout pour les couleurs que votre voiture verte , je me suis senti obligé d' y aposé un dessin . J' étais loin de me douter que c' était votre voiture , désolé tout même quel mauvais goût . - Polopopo",0
15,8,1,2,3,0,0,5,0,1,1,1,1,1,neutre," Bonjour , En 2016 j' ai effectué mon stage de 3éme sur le film de Polopopo Polopopo Polopopo à Polopopo où vous étiez mon maitre de stage . Aujourd'hui je me permets de vous contacter car une amie , Polopopo en 3éme année à l' Polopopo d' Polopopo spécialité 2D , recherche un stage entre juin et septembre . Si vous êtes sur un projet ou si vous connaissez quelqu' un qui pourrait l' aider , peut -elle entrer en contact avec vous , vous envoyer son CV? Merci . Je vous souhaite une agréable journée . Polopopo Polopopo",0
22,19,12,10,5,5,0,18,2,1,1,1,1,1,neutre," Bonjour Polopopo , Voilà une réponse positive de la part de Polopopo Polopopo ! J' ai dit que Polopopo était une amie à moi pour simplifier ! Je crois que tout est dit dans le mail et de manière claire . Il faut vraiment que Polopopo n' hésite à mentionner son nom dans ses futurs mails et si besoin contacter directement Polopopo à le sujet de le portfolio ou pour avoir certains conseils . Il est vraiment sympa ( ça se voit bien dans le mail ) et m' a répondu très vite ! Je crois que l' entreprise Les Fées Spéciales est basée à Polopopo , Polopopo fera ses petites recherches pour en savoir plus . J' espère qu' elle trouvera un stage chouette ! D' ailleurs , voici un lien vers le site personnel de Polopopo Polopopo : https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eargnargn%2Ecom%2F&urlhash=p3cz&trk=public_profile_topcard-website si elle veut jeter un coup d' œil . Sinon j' espère que Polopopo et toi allez bien ! : ) Bonne fin de journée , Polopopo Polopopo PS: Je suis plutôt curieuse , tu me diras ce qu' elle trouve ; )",0
38,8,6,10,4,0,0,3,3,1,1,1,1,1,neutre," Bonjour , Je me permets de vous contacter car il me manque encore des notes sur mon relevé ... Je n' ai pas les notes pour les deux cours suivants : "" Lexique et morphologie - Polopopo "" ( cours de l' Polopopo ) "" Recueil de données et statistiques 1 - 4L7SF15P "" ( cours de Polopopo ) Le deuxième cours est le cours correspondant à "" Machine creativity "" . Je profite de ce mail pour informer que tous les étudiants inscrits à Polopopo 3 ont des fautes à le niveau de les intitulés de certains cours présents sur le relevé . "" Modélisation linguistique et analuse de texte "" ( normalement Modélisation linguistique pour l' analyse automatique de textes ) "" Bases de données pour guistes "" ( normalement Base de données pour linguistes ) "" Gestion informatique "" ( normalement Gestion informatique de le multilinguisme ) Je vous souhaite une agréable journée , Cordialement , Polopopo Polopopo - M1 Polopopo - 22002338",0
2,1,1,2,0,1,0,2,1,1,1,1,1,0,neutre," Bonjour Polopopo , Il manque la pièce jointe ! Bon week-end également , Bien à vous",0
8,6,5,0,0,0,0,1,0,1,1,1,0,0,neutre, Bonjour je n' ai pas de confirmation de votre présence à l' oral vous savez que ça oral vous ne vous serez considéré comme ami Non l' évaluer à l' examen donc vous devrez repasse à l' oral pourriez -vous me confirmer votre présence,0
28,8,9,4,6,0,0,6,3,1,1,1,1,1,neutre," coucou Polopopo , Retour en fête sans la gueule de bois j' ai mis quelques "" fotographiques "" dans le "" cloude "" à le sujet de la réussie fête ( ça fait un peu snob d' inverser les mots ) le Polopopo est quelque peu humide ... mais il y a la grande télé . Je suis inscrit à la médiathèque de le coin , ils donnent 5 films payant sur arte par exemple . On se racontera tout plus tard alors plein de bises pour toi et quelques autres pour Polopopo , Polopopo et Polopopo . Joyeux mois de juillet et votez assez correctement . Pas pipat mais papipat Tu me montreras comment créer un google drive et bravo pour cette initiative .",0
9,10,8,4,2,1,1,2,0,1,1,1,1,1,neutre," Bonjour Polopopo , J' ai appris par ma mère qu' une colonie était organisée par l' Polopopo . Je suis ravie d' apprendre que ça a enfin pu être renouvelé , c' est génial ! Je ne sais pas si vous avez déjà tous les animateurs pour la colo ou si vous en recherchez encore ? Vous cherchez peut-être plutôt des circassiens aguerris mais j' ai mon bafa donc je t' envoie mon cv , si besoin . Polopopo Polopopo",0
2,0,2,1,0,1,0,3,0,1,0,1,1,0,joie, Merci c' est vraiment trop chouette j' étais un peu en galère ! : ),0
2,4,1,1,1,1,0,3,1,1,1,1,1,1,joie," Génial pour les photos , merci , je vais les montrer à Polopopo et Polopopo ! Oui je te montrerai quand je viendrai à Polopopo : ) Polopopo , profitez bien de le lot",0
17,4,6,11,2,4,0,10,3,1,1,1,1,1,joie," Mille mercis Polopopo ! Toutes ces photos sont une prolongation qui fait vraiment plaisir ! Gros boulot de tri mais le résultat est là , on peut revoir tous ces moments joyeux , tous les visages de la famille et de les amis , ton tri attentif n’ a oublié personne je suis sûre : - ) c’ est top ! la photo de la préparation à Polopopo est incroyable , quel boulot ! Un vrai déménagement . On ne me voit jamais dans la cuisine , bizarre bizarre ha ha Merci encore à tous",0
3,1,1,3,2,2,0,3,0,1,1,1,1,1,joie," Merci Polopopo pour toutes ces photos ! C’ est de la fête qui revient dans la tête et c’ est chouette ! Polopopo à tous les quatre et à bientôt ,",0
26,13,2,4,2,0,0,4,5,1,1,1,1,1,colère," Bonjour , Je me suis mise en groupe Polopopo Polopopo pour le dossier à rendre pour le 26 décembre . Malheureusement , nous avons fait face à un désaccord . En effet , nous nous étions répartis les taches , chacun avait une grande partie à faire puis nous avions décidés de mettre en commun pour la partie trois . à le vu de le travail fourni de sa part à 3 jours de le rendu , j' ai décidé de finir le dossier moi-même et de le rendre seule . à le cas où vous recevez deux sujets ayant la même problématique , c' est parce que nous avions choisi ce sujet en milieu de semestre . Je vous envoie ce mail pour que vous soyez à le courant de la situation . Je vous souhaite de bonnes fêtes , Polopopo , Polopopo Polopopo 22002338",0
36,24,14,15,8,4,3,17,4,1,1,1,1,1,surprise_pos," Bonjour chère Polopopo : ) ) ! J' espère que tu vas bien . Ces dernier temps , Je me suis beaucoup déplacé en Polopopo et j' ai travaillé avec un très chouette petit studio Polopopo . Je actuellement moi aussi à la recherche de quelque chose : ) ) ! Pour ton Amie: Polopopo je te conseille de contacter Polopopo Polopopo qui était assistant réalisateur comme moi sur Polopopo mais à le tout début de le film avant de me repasser le flambeau . "" fr eric-serre@orange "" Polopopo > Sa société s' appelle "" Les Fées Spéciales "" mais tu t' en rappelles peut être . La période de stage demandée est bien car elle correspond à un creux pendant l' été et donc à des manques ... L' Polopopo dispense un enseignement 2D/3D de qualité qui peut intéresser les Fées Spéciales . Autre possibilité , elle peut écrire à Polopopo Polopopo qui était la productrice exécutive de le dernier film sur lequel j' ai travaillé .( Un thème de circonstance en cette sombre période ) "" mombo.nadine "" < mombo.nadine@gmail.com > Le mieux est bien sûr qu' elle fasses deux messages différents . Elle peut sans hésiter mentionner mon nom . Ces deux personnes me connaissent bien . Polopopo peut aussi m' envoyer son portefolio pour que nous en discutions si elle le veut . As t' elle un portfolio qu' elle pourrait déjà montrer ? Quels sont les logiciels qu' elle maîtrise ? Et toi ou en es tu ? ; ) ) ! ! Cela fait toujours plaisir d' avoir des nouvelles , même si nous nous dispersons toutes et tous ... Salutation Amicale . Polopopo Polopopo .",0
7,5,4,0,2,0,3,2,0,1,1,1,0,1,surprise_pos," Bonjour Polopopo , Comment vas -tu ? Ou tu es ? Quesque tu deviens ? Merci de ta candidature , mais mon équipe est à le complet . Sauf désistement , je garde donc ton CV , on ne sait jamais . à le plaisir de te voir dans le coin .",0
10,3,4,4,1,4,0,4,1,1,1,1,1,1,surprise_pos," Polopopo , alors ça c' est une sacrée nouvelle ! ! Félicitations , c' est super chouette : ) Pour le cours de jonglerie , je ne pense pas m' inscrire mais je garde l' info dans un coin de ma tête ; ) Par contre , je vais voir pour venir à le spectacle adulte ! Bonne fin de semaine !",0
8,11,11,1,0,0,1,4,1,1,1,1,1,0,surprise_neg, Bonjour Bien reçu votre mail il y a cependant déjà un petit problème puisque vous n' avez pas un dossier mes deux dossiers c' est paré à rendre en il n' y en a qu' un . Pourriez -vous me rendre comme il est indiqué les dossiers . Cependant comme vous êtes très en avance où voulez -vous que je relise votre dossier afin que potentiellement vous puissiez l' améliorer où souhaitez -vous me le rendre en l' état ?,0
14,5,3,1,1,1,0,1,2,1,1,1,1,1,surprise_neg," Bon bah mes distribs de ce soir sont annulées , c’ est con ! Je suis dans le rer avec ma moma direction le musée d’ Polopopo . Polopopo , t’ as pas besoin d’ acheter de le miam pour demain midi on a ce qu’ il faut pour des sandwichs et tu mangeras avant de prendre la voiture Polopopo bizou Bonne fin de journée : *",0
20,7,3,2,3,0,0,3,0,1,1,1,1,1,neutre,"Bonjour Madame, Je me permets de vous contacter au sujet de votre annonce concernant la location située à Paris. Je souhaiterais avoir plus de détails sur le bien, notamment :     • La superficie et le nombre de pièces ;     • Les équipements inclus (meublé/non meublé, électroménagers, etc.) ;     • Le montant du loyer et des charges associées. Je suis disponible pour échanger par téléphone ou organiser une visite si cela est possible. Dans l’attente de votre retour, je vous remercie par avance. Cordialement, Pierre",1
9,10,13,5,2,4,0,12,3,1,1,1,1,1,joie,"Pierre, Je ne peux même pas exprimer à quel point je suis  Laezel ! 🎉🎉 J’ai reçu la nouvelle : je suis promu ! Tout ce travail acharné a enfin payé, et franchement, je ne pourrais pas être plus excité. C’est exactement ce que j’attendais, et ça me donne un coup de boost incroyable pour la suite.Je voulais juste te partager cette super nouvelle, parce que ça fait du bien de célébrer ces moments ! À très vite pour fêter ça ! 🥂",1
12,11,13,3,4,0,0,4,2,1,1,1,1,1,tristesse,"Pierre, C’est avec beaucoup de tristesse que je t’écris pour t’informer de ma décision de démissionner. Je n’aurais jamais pensé en arriver là, mais les décisions de management, la manière dont les choses sont gérées ici, m’ont laissé sans autre choix. J’ai essayé de m’adapter, de m’investir pleinement, mais rien ne change, et cela me pèse de plus en plus chaque jour.C’est vraiment à contre-cœur que je mets fin à cette aventure, mais il est devenu évident que je ne peux plus continuer ainsi. Je te souhaite bonne continuation, malgré tout.",1
9,5,8,9,3,3,1,4,6,1,1,1,1,1,colère,"Pierre, C'est simple : JE PARS ! Je ne peux plus tolérer cette situation ! Ton management est INCOMPÉTENT, et ton manque de respect constant envers moi et les autres dépasse toutes les limites. Tu es incapable d’écouter, incapable de reconnaître les efforts des autres, et ça suffit !Je ne veux plus perdre une seule seconde de ma vie ici. Mon dernier jour, c’est AUJOURD’HUI. Ne t'avise même pas de me contacter.C’est CLAIR ?!",1
7,7,10,6,2,5,0,8,3,1,1,1,1,1,surprise_pos,"Pierre,Je viens de sortir d’une réunion avec mon manager, et je suis  Laezel comme jamais ! J’ai été promu au poste que je convoitais depuis si longtemps !  C’est juste incroyable, je n’arrive pas à y croire ! Tous mes efforts ont enfin porté leurs fruits. Je tenais à partager cette merveilleuse nouvelle avec toi. Je suis tellement heureux et impatient de relever ce nouveau défi ! À très bientôt pour fêter ça !",1
7,14,16,2,3,0,0,4,2,1,1,1,1,1,surprise_neg,"Pierre, Je t’écris, et franchement, je ne sais même pas par où commencer. J’ai découvert quelque chose que je n’aurais jamais imaginé de ta part. Tu m’as trahi, d’une manière que je n’aurais jamais pu anticiper. J’ai toujours cru qu’on avait une relation basée sur la confiance, mais ce que j’ai appris aujourd’hui m’a complètement pris de court.Je ne pensais pas que tu serais capable de me faire ça. C’est incompréhensible et ça me laisse sans voix. Je ne sais pas quoi dire de plus.",1
11,7,1,5,2,0,4,4,0,1,1,1,1,1,neutre,"Bonjour, Je suis intéressé par votre location située à Paris. Pourriez-vous m’indiquer les conditions précises de location ?     • Quelle est la durée minimale de location ?     • Y a-t-il un dépôt de garantie, et si oui, de combien ?     • Acceptez-vous les animaux de compagnie ? Je reste disponible pour toute précision complémentaire et vous remercie d’avance. Cordialement, Pierre",1
14,9,8,8,3,1,0,8,4,1,1,1,1,1,joie,"Pierre, Je viens de recevoir mes résultats et je suis tellement content !!! J’ai réussi l’examen, avec une meilleure note que je n’aurais jamais imaginé !  Franchement, après tout ce stress et toutes ces heures de révision, ça fait un bien fou de voir que tout ce travail a porté ses fruits. Je n’ai qu’une envie maintenant, c’est de célébrer ça et de profiter de ce moment incroyable. J’ai l’impression d’avoir décroché la lune. Merci pour tout ton soutien, ça a compté énormément pour moi.",1
17,9,9,7,5,0,0,7,8,1,1,1,1,1,tristesse,"Pierre, C’est le cœur lourd que je t’écris pour t’informer de ma démission. Travailler ici m’a apporté beaucoup au début, mais ces derniers temps, l’ambiance générale est devenue pesante. Les tensions non résolues et le manque de solidarité ont fini par éroder ma motivation et mon plaisir à venir travailler.Je n’aurais jamais imaginé partir dans de telles conditions. C’est une décision difficile, et je quitte l’entreprise avec une immense tristesse, mais je n’ai plus la force de continuer ainsi.Je te souhaite sincèrement du courage pour la suite.",1
10,8,11,2,1,4,0,2,2,1,1,1,1,1,colère,"Pierre, C’est terminé ! Je suis ÉPUISÉ de bosser comme un esclave pendant que toi, tu ne fais absolument RIEN pour alléger cette charge insupportable ! Tu te fiches de la santé des employés, tu n’es jamais là quand il faut, et tu te contentes de nous exploiter jour après jour. C'EST INADMISSIBLE ! Je ne supporte plus cette exploitation. Ce mail, c'est la FIN de ma présence ici. Ne compte pas sur moi pour une minute de plus !",1
